"dzim","vcgr","Svars","c3_izglit","c4_Vec_izglit","c5_1_Pers_kopa","c5_2_Pers_virs15","c6_majs_veids","c7_Ekon_akt","C8_Nodarb_statuss","c9_prof_kods_1st_dig","c10_talrunis","c11_rekinu_apmaksa","c12_dzivo_pilseta","c13_prior_tranps","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","d2_11","d2_12","d3_1","d3_2","d3_3","d3_4","d4","pilseta"
"1","2",72.86,"2",20.00,2.00,2.00,"2","1","1","3","1","3","1","1, 3","3","2","3","2","3","2","1","2","9","1","1","2","1","3","2","1","3","3","2","1","2","3","2","3","1","2","1","1","4, 10","JUR"
"2","2",46.86,"2",20.00,5.00,5.00,"4","1","1","5","1","1","2","4, 6","2","2","2","2","2","2","2","2","2","2","2","3","2","4","2","9","4","9","3","3","3","2","2","2","2","3","2","2","5, 8, 10","JUR"
"2","2",619.97,"1",30.00,3.00,3.00,"3","1","1","3","1, 2","2","2","3, 6","2","2","2","2","2","3","2","2","2","2","2","2","2","3","2","3","3","3","3","2","9","2","2","2","2","2","2","2","1, 6, 10","JEL"
"2","2",28.12,"1",20.00,5.00,3.00,"4","1","1","2","1","3","1","1, 6","2","2","2","2","3","2","3","1","1","1","1","1","1","4","1","1","4","4","1","1","2","1","1","4","2","2","1","1","6, 8, 10","JUR"
"2","2",20.96,"1",20.00,1.00,1.00,"1","1","2","1","1","3","2","4, 6","2","9","9","9","3","2","2","2","9","2","2","2","1","9","9","9","9","9","9","9","9","9","9","9","2","4","4","4","99","JUR"
"1","3",673.88,"1",40.00,2.00,2.00,"2","3",,,"2","3","2","4, 6","1","2","9","2","3","3","2","1","9","2","2","2","3","9","9","9","9","9","4","3","9","4","3","9",,"2","2","2","99","JUR"
"2","2",95.29,"1",20.00,3.00,3.00,"4","2",,,"1","2","1","4, 6","2","2","2","2","3","2","2","1","2","2","2","2","2","3","2","9","3","2","2","2","2","2","2","2",,"2","1","2","6, 8, 9","JUR"
"2","2",34.22,"1",20.00,5.00,4.00,"4","1","2","2","1","3","3","1, 6","9","9","2","2","3","2","1","1","1","1","2","2","1","9","2","2","9","9","2","2","9","2","2","2","1","1","1","1","1, 10","JUR"
"2","2",10.48,"1",50.00,1.00,1.00,"1","1","1","3","1, 2","3","2","4, 6","1","2","9","2","3","2","1","1","2","2","2","2","1","3","2","2","9","9","2","2","9","9","2","9","1","3","2","2","8, 10","JUR"
"2","3",218.72,"4",20.00,2.00,2.00,"4","3",,,"1","3","1","4, 6","1","3","9","1","2","2","1","1","9","1","2","2","1","4","9","9","9","9","1","1","9","4","2","3",,"4","3","1","6, 8","JUR"
"2","2",18.15,"4",20.00,1.00,1.00,"1","3",,,"1, 2","3","2","4, 6","3","3","9","9","3","3","9","3","9","2","2","2","2","9","9","9","9","9","4","3","9","9","9","3",,"3","2","2","4, 5","JUR"
"2","2",20.96,"1",20.00,2.00,2.00,"4","1","1","2","1","3","1","3, 6","9","1","9","1","9","1","1","1","1","1","1","1","1","4","3","9","9","2","2","1","2","9","1","9","1","1","1","1","99","JUR"
"2","2",29.64,"1",40.00,3.00,2.00,"3","4",,,"1","3","3","1, 6","2","2","2","1","3","2","1","2","2","1","1","2","1","3","1","1","3","9","2","1","9","2","1","9",,"2","1","1","4, 10","JUR"
"2","2",9.37,"1",50.00,1.00,1.00,"1","1","1","1","1","3","1","1, 4","2","2","2","2","2","2","3","2","2","2","2","2","2","3","2","2","2","9","2","1","9","2","2","3","1","2","2","1","8, 10","JUR"
"1","2",227.51,"4",20.00,1.00,1.00,"1","4",,,"1","2","1","4, 6","2","9","2","2","3","1","1","1","1","1","1","1","1","4","2","2","4","9","3","3","1","4","4","9",,"2","1","1","10, 6, 8","JUR"
"2","2",229.61,"4",20.00,1.00,1.00,"1","4",,,"1","3","1","4, 5","2","4","9","2","4","4","3","2","2","2","2","4","4","9","9","9","4","3","1","1","9","3","3","4",,"4","4","4","10","JUR"
"2","2",44.46,"1",30.00,5.00,3.00,"4","3",,,"1","3","3","1, 3","2","2","9","1","2","1","1","3","2","1","1","2","1","3","1","1","4","2","1","1","2","2","2","2",,"3","1","1","99","JUR"
"2","3",7.14,"5",20.00,1.00,1.00,"1","3",,,"1, 2","3","2","4, 6","2","2","9","2","3","1","2","2","9","2","4","2","1","2","1","9","9","2","2","2","4","1","1","1",,"4","1","2","3, 6, 10","JUR"
"1","3",40.12,"1",20.00,2.00,2.00,"2","3",,,"1, 2","3","1","1, 3","2","2","2","2","2","2","2","2","2","2","2","2","1","9","9","9","9","2","1","1","1","1","1","1",,"2","1","1","99","JUR"
"2","2",10.48,"2",20.00,1.00,1.00,"1","4",,,"1","3","2","1, 6","1","1","1","1","2","3","1","1","9","1","1","2","1","4","1","1","4","1","4","1","9","4","2","2",,"1","1","1","8","JUR"
"1","2",19.42,"3",20.00,1.00,1.00,"1","1","1","7","1","3","2","1, 6","9","9","2","2","3","2","3","2","2","3","2","3","2","4","9","9","9","2","2","2","9","2","2","9","1","2","2","2","10","JEL"
"2","3",17.51,"1",20.00,1.00,1.00,"1","1","1","2","1","3","2","1, 6","9","9","9","1","4","2","3","2","9","4","1","4","2","2","4","2","3","2","4","4","4","3","3","3","1","4","1","1","1, 2, 8","JUR"
"2","3",228.92,"2",20.00,4.00,4.00,"4","3",,,"1","3","2","4, 6","2","2","2","3","3","3","2","1","1","1","1","3","1","4","3","3","3","3","2","2","2","3","3","4",,"3","1","1","5, 8, 10","JUR"
"1","2",21.03,"2",20.00,1.00,1.00,"1","1","1","3","1","3","3","4, 6","9","9","9","9","1","1","1","1","9","1","2","1","1","9","1","9","4","9","3","2","9","3","2","9","1","1","1","1","99","JUR"
"2","3",77.05,"1",20.00,4.00,3.00,"4","3",,,"1","3","2","1, 6","2","2","9","2","3","2","2","2","2","2","2","2","1","9","9","9","9","2","2","2","9","2","2","2",,"2","2","2","2, 6, 10","JEL"
"2","2",14.82,"2",20.00,1.00,1.00,"1","1","1","4","1","3","2","1, 6","3","4","2","2","3","2","2","1","9","2","2","2","2","4","3","9","3","9","2","1","9","3","2","9","1","2","2","2","5, 6, 8","JUR"
"2","2",27.72,"1",30.00,2.00,1.00,"4","1","1","2","1","1","3","1, 5","3","3","3","2","2","3","2","3","2","2","2","2","2","3","1","9","4","4","2","2","9","3","2","2","2","2","2","2","4, 5, 7","JUR"
"2","3",178.59,"1",30.00,4.00,3.00,"4","3",,,"1","3","3","3, 4","2","2","1","1","2","1","1","1","1","1","1","2","1","3","1","1","9","2","2","2","3","2","2","3",,"2","2","1","4","JUR"
"2","2",29.64,"3",30.00,2.00,2.00,"2","2",,,"1","3","2","4, 6","1","9","1","1","3","2","1","1","1","1","1","2","1","4","1","2","4","9","1","1","9","4","4","4",,"2","1","1","5, 8, 9","JUR"
"1","2",57.60,"1",20.00,4.00,2.00,"3","1","1","3","1","3","3","1, 6","9","9","1","2","3","2","2","3","9","2","2","2","2","9","1","9","4","9","1","1","4","1","1","4","1","1","1","1","99","JUR"
"2","2",17.11,"1",20.00,4.00,2.00,"4","1","1","2","1","3","3","1, 3","2","2","3","3","2","3","2","2","3","1","1","1","1","9","2","9","4","2","1","1","2","2","2","2","1","2","1","1","7, 10","JUR"
"2","3",100.60,"2",10.00,2.00,2.00,"2","3",,,"1, 2","2","2","4, 6","2","2","9","1","2","3","1","1","9","2","1","1","1","9","9","9","9","2","1","1","9","1","1","1",,"3","1","1","99","JUR"
"2","3",23.49,"1",60.00,5.00,3.00,"4","3",,,"1","3","2","4, 6","1","1","4","4","1","1","2","1","4","1","1","4","1","4","4","4","2","9","4","2","9","2","2","2",,"2","1","1","1, 6, 7, 8","JUR"
"2","2",48.40,"5",20.00,5.00,4.00,"4","3",,,"1","3","2","1, 6","1","2","2","2","2","2","2","1","2","2","2","2","2","3","9","9","9","2","2","1","9","3","2","3",,"2","2","2","99","JUR"
"1","2",72.86,"1",30.00,4.00,2.00,"3","1","1","2","1, 2","3","2","1, 6","2","2","2","1","2","2","1","3","2","1","2","2","2","3","2","3","3","2","2","1","2","2","1","2","2","2","2","2","8, 10","JUR"
"2","3",24.76,"3",20.00,2.00,2.00,"4","3",,,"1","1","2","4, 6","3","2","3","3","4","4","1","3","9","1","1","2","3","4","9","9","3","9","3","3","4","3","2","9",,"4","4","4","10, 4, 6","JUR"
"1","2",72.86,"1",30.00,4.00,2.00,"3","4",,,"1","3","3","1, 3","2","9","2","1","2","1","1","1","1","1","1","2","1","9","3","1","2","2","2","2","2","1","1","1",,"1","1","1","8","JUR"
"1","2",36.43,"2",20.00,2.00,2.00,"2","1","1","9","1","3","1","3, 6","2","9","2","1","2","2","2","1","9","1","1","2","2","4","2","3","4","2","2","1","2","4","1","4","1","2","1","1","8","JUR"
"1","2",147.98,"2",20.00,1.00,1.00,"1","1","1","7","1","3","3","1, 6","9","2","1","1","2","1","1","1","9","1","1","2","1","3","1","1","4","2","1","1","3","2","1","2","1","2","2","1","99","JUR"
"1","2",29.74,"1",20.00,2.00,2.00,"4","1","2","1","1, 2","3","2","1, 6","2","2","2","2","2","2","1","2","2","1","1","2","1","9","1","9","4","2","1","1","9","2","1","3","2","2","2","2","8, 9, 10","JUR"
"2","3",224.26,"2",20.00,1.00,1.00,"1","3",,,"1","2","2","4, 6","2","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","3","3","3","3","3","3","3","4",,"4","2","2","99","JUR"
"2","2",55.89,"4",20.00,5.00,4.00,"4","1","1","5","1","1","2","1, 6","3","2","2","1","2","2","2","2","2","2","2","1","2","3","1","1","9","2","2","2","2","2","2","2","1","3","2","2","4, 8, 10","JUR"
"2","2",20.96,"3",20.00,1.00,1.00,"1","2",,,"1","1","2","4, 5","3","4","1","2","4","2","2","4","9","1","2","3","2","4","1","9","9","9","2","2","9","4","9","4",,"4","3","2","8, 9","JUR"
"2","2",18.74,"3",20.00,2.00,2.00,"2","3",,,"1","2","2","4, 6","1","2","9","2","3","3","2","2","2","1","1","2","1","4","2","9","4","9","2","1","9","4","3","4",,"4","3","2","10","JUR"
"2","2",62.88,"1",20.00,3.00,3.00,"3","1","2","1","1","3","2","1, 6","2","2","2","1","2","1","1","3","2","1","1","1","1","3","1","1","3","2","1","1","2","1","1","1","1","1","1","1","99","JUR"
"2","2",116.07,"3",20.00,2.00,2.00,"4","1","1","5","1","3","2","4, 6","2","2","1","1","3","2","2","1","1","1","1","2","2","2","1","3","3","2","1","1","9","1","1","2","1","1","1","2","3, 7, 10","JUR"
"2","2",24.20,"2",20.00,2.00,2.00,"2","4",,,"1","3","2","3, 6","9","9","9","1","2","1","1","2","9","1","1","1","1","4","1","1","9","9","1","1","9","2","2","2",,"2","1","1","5, 6, 8","JUR"
"2","3",17.51,"2",20.00,1.00,1.00,"1","3",,,"1","3","1","4, 6","1","2","1","1","2","1","1","1","1","1","1","2","1","4","2","1","3","1","1","1","9","1","1","1",,"2","1","1","8","JUR"
"2","3",17.51,"2",20.00,1.00,1.00,"1","3",,,"2","3","2","4, 6","1","1","9","9","3","2","2","1","1","1","1","2","2","4","1","9","2","9","1","1","9","3","2","9",,"3","1","2","8, 10","JUR"
"2","2",10.48,"1",20.00,2.00,1.00,"4","4",,,"1","3","2","1, 6","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2",,"3","2","2","5, 10","JUR"
"1","3",92.88,"2",20.00,5.00,5.00,"4","3",,,"1","2","2","4, 6","2","9","9","2","3","2","2","1","1","1","1","1","3","4","2","2","9","1","1","1","1","2","2","4",,"4","2","1","8, 10","JUR"
"2","2",93.73,"1",20.00,2.00,2.00,"4","3",,,"1","3","3","1, 3","1","9","3","1","2","1","1","3","9","1","2","1","1","9","1","3","9","9","1","1","4","1","1","2",,"1","1","1","9","JUR"
"1","2",81.46,"3",20.00,5.00,5.00,"4","1","1","3","1","3","1","1, 3","3","1","3","2","3","2","2","2","3","1","1","2","2","4","9","9","4","3","3","2","4","2","2","3","2","2","2","2","4, 7, 10","JUR"
"1","3",49.14,"1",30.00,1.00,1.00,"1","1","2","9","1","2","1","1, 5","9","3","1","1","4","1","2","1","4","1","1","2","1","3","2","9","2","4","2","2","9","4","3","4","1","3","1","1","5, 6, 10","JUR"
"2","2",17.11,"2",20.00,2.00,2.00,"2","1","1","3","1","3","2","4, 6","1","1","9","2","4","1","1","1","1","1","2","9","1","1","4","4","4","2","4","9","9","4","4","4","1","2","2","1","1, 9, 10","JUR"
"2","2",46.86,"1",20.00,5.00,5.00,"4","1","1","2","1, 2","3","1","1, 6","1","2","2","3","3","2","2","1","1","1","1","2","2","2","1","2","4","2","2","1","3","3","1","2","1","2","1","1","6, 10","JUR"
"2","3",7.83,"1",50.00,5.00,1.00,"4","3",,,"1, 2","1","3","4, 6","2","2","2","2","2","1","1","1","1","2","2","1","1","4","1","9","9","2","1","1","2","2","1","1",,"3","1","1","4, 10","JUR"
"2","2",103.98,"3",20.00,4.00,3.00,"4","1","1","4","1","2","3","1, 6","2","3","2","3","3","2","2","1","2","2","2","2","2","4","9","9","4","9","2","1","9","3","2","4","2","2","2","2","5, 8","JUR"
"2","2",55.45,"1",20.00,3.00,3.00,"2","1","1","1","1, 2","3","2","3, 6","3","4","2","3","4","4","2","3","2","2","2","3","1","4","9","9","4","3","2","2","9","2","2","3","1","3","1","1","4, 5, 6, 8, 9, 10","JUR"
"2","3",21.44,"1",50.00,3.00,3.00,"4","3",,,"1, 2","3","1","4, 6","2","2","2","1","2","1","1","2","2","1","1","2","1","3","1","1","3","2","1","1","2","2","1","2",,"2","1","1","99","JUR"
"2","2",128.35,"1",20.00,3.00,1.00,"3","1","1","9","1","2","2","1, 5","2","2","9","9","4","2","2","2","2","2","2","4","2","4","1","1","4","9","2","1","4","9","2","9","2","3","2","2","10, 8","JUR"
"2","3",7.83,"1",40.00,1.00,1.00,"1","3",,,"1, 2","3","2","1, 6","9","2","1","1","2","1","1","1","1","1","1","1","1","9","1","1","3","1","1","1","2","1","1","1",,"1","1","1","99","JUR"
"2","2",25.67,"3",30.00,3.00,3.00,"4","1","1","3","1, 2","3","2","1, 4","2","2","9","2","2","2","2","2","2","1","1","2","2","3","1","2","3","2","2","2","1","2","2","2","1","2","1","1","4, 5, 10","JUR"
"2","2",29.64,"1",20.00,2.00,2.00,"2","1","2","1","1, 2","3","2","1, 6","2","2","2","2","3","2","1","1","1","1","1","2","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","JUR"
"2","2",29.64,"1",30.00,2.00,2.00,"4","1","1","3","1, 2","3","1","4, 6","2","2","2","2","2","1","1","3","2","1","1","2","1","3","2","1","4","2","2","1","2","1","1","2","2","2","2","1","10","JUR"
"2","3",15.16,"4",20.00,1.00,1.00,"1","3",,,"1","1","2","4, 6","1","2","1","1","2","1","1","2","1","1","1","1","2","4","9","9","4","2","3","2","2","4","2","2",,"4","2","1","99","JUR"
"2","3",46.99,"1",40.00,5.00,5.00,"4","3",,,"1, 2","3","2","1, 6","9","1","2","1","2","9","2","2","9","1","1","2","1","9","2","9","9","9","1","1","9","2","2","9",,"2","2","1","99","JUR"
"2","2",62.88,"4",20.00,2.00,2.00,"2","1","1","3","1","3","1","1, 6","9","2","2","2","3","3","2","2","2","2","2","2","2","3","2","9","3","9","2","1","9","3","2","9","2","2","1","2","10","JUR"
"2","2",35.57,"1",30.00,5.00,3.00,"3","1","1","2","1, 2","3","1","1, 6","3","2","2","2","3","2","2","2","2","1","2","3","2","4","2","3","4","3","2","2","2","2","2","2","2","3","2","1","8, 9, 10","JUR"
"1","2",126.20,"4",20.00,4.00,2.00,"3","1","1","8","1","3","1","1, 4","3","2","3","1","2","1","1","2","2","1","1","1","1","4","2","2","3","4","1","1","3","2","1","4","2","2","1","1","4, 8","JUR"
"2","2",249.77,"4",20.00,4.00,2.00,"3","4",,,"1","3","2","4, 6","2","2","1","1","2","1","1","1","1","1","1","2","1","9","1","1","9","2","2","2","9","2","2","2",,"2","1","1","99","JUR"
"1","3",98.29,"1",20.00,2.00,2.00,"2","3",,,"1","3","1","1, 6","2","9","2","1","3","2","2","2","9","3","1","1","2","3","2","2","3","2","1","1","4","2","2","2",,"2","2","2","2, 8, 10","JUR"
"2","2",29.64,"1",40.00,3.00,3.00,"3","1","1","3","1","3","1","1, 6","9","3","1","1","2","2","2","2","2","3","3","2","2","2","1","2","4","2","2","2","2","2","2","2","2","2","2","2","6, 8, 10","JUR"
"1","2",72.86,"1",20.00,2.00,2.00,"2","1","1","7","1","2","2","1, 3","3","3","4","3","4","4","4","2","2","2","2","2","1","4","2","2","2","2","2","2","2","3","3","3","2","2","2","2","5, 8, 10","JUR"
"2","2",48.90,"3",20.00,5.00,5.00,"4","1","1","5","1, 2","3","1","1, 6","2","4","2","2","4","4","2","2","2","2","2","2","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","99","JUR"
"2","2",29.64,"4",20.00,4.00,2.00,"4","4",,,"1","3","2","1, 6","2","2","2","2","2","2","2","1","1","2","3","2","1","2","2","9","3","9","2","1","9","2","1","2",,"2","2","2","99","JUR"
"2","2",29.64,"1",40.00,2.00,2.00,"2","1","1","2","1","3","2","1, 4","2","2","1","1","3","1","1","2","9","1","1","1","1","3","9","3","3","2","2","1","2","2","2","2","1","1","1","1","10","JUR"
"2","2",17.11,"1",50.00,2.00,2.00,"2","1","1","2","1","3","1","1, 6","3","3","2","2","3","3","3","1","2","2","2","3","1","1","1","1","2","3","4","2","9","4","3","4","1","1","1","1","1, 5, 10","JUR"
"1","3",260.06,"2",20.00,2.00,2.00,"2","1","1","9","1","3","1","4, 6","2","2","1","1","2","1","1","1","9","1","1","1","1","2","1","1","3","2","1","1","2","2","1","2","1","2","1","1","99","JUR"
"1","1",68.04,"4",20.00,5.00,3.00,"4","1","1","8","1","3","1","1, 6","9","2","2","9","2","2","2","2","1","1","2","2","1","9","2","2","3","3","2","1","2","3","2","3","1","2","1","1","5, 6, 8","JUR"
"2","2",48.40,"4",20.00,4.00,4.00,"4","3",,,"1, 2","9","2","1, 6","3","2","9","2","3","3","3","1","3","9","3","3","2","4","1","9","4","3","2","1","4","2","1","9",,"2","2","1","6, 7, 8","JUR"
"1","1",571.98,"1",20.00,4.00,3.00,"4","1","1","3","1","3","3","1, 4","2","2","2","2","4","2","1","1","1","1","1","1","1","1","1","1","4","2","2","2","2","1","1","1","1","3","1","1","6","JUR"
"1","2",14.87,"3",20.00,1.00,1.00,"1","1","1","5","1","3","2","3, 6","1","9","9","2","4","4","1","2","9","1","2","4","1","4","2","9","4","3","2","2","9","4","2","4","2","4","1","4","6, 8, 9, 10","JUR"
"2","3",137.89,"2",20.00,3.00,3.00,"4","1","1","9","1","1","1","4, 6","1","1","9","2","1","1","1","1","1","1","1","1","1","2","2","9","4","1","1","1","9","2","2","1","1","4","1","1","99","JUR"
"1","2",51.52,"4",20.00,2.00,2.00,"2","2",,,"1","2","2","4, 6","2","2","2","2","3","3","1","1","9","1","1","2","1","4","2","2","9","2","1","1","4","2","2","2",,"4","2","1","8","JUR"
"2","2",29.64,"2",20.00,2.00,2.00,"4","1","1","9","1","3","1","4, 6","2","2","3","2","4","4","1","1","1","1","1","3","1","2","2","2","4","4","2","2","2","3","3","4","2","2","2","2","10","JUR"
"1","2",18.21,"4",20.00,3.00,1.00,"4","1","1","7","1","3","2","1, 6","3","2","9","2","3","2","2","1","1","1","2","3","2","9","2","2","4","9","2","1","9","2","1","2","1","1","2","1","10","JUR"
"2","2",39.21,"2",20.00,1.00,1.00,"1","1","1","3","1","9","1","4, 6","2","2","2","2","4","2","2","2","2","2","2","3","2","3","2","2","3","2","2","2","2","2","2","3","2","2","2","3","10, 8, 9","JUR"
"1","2",36.43,"1",30.00,1.00,1.00,"1","1","1","3","1","3","3","1, 6","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","4","9","1","1","9","2","2","2","1","1","1","1","99","JUR"
"2","2",28.12,"2",20.00,3.00,3.00,"4","1","1","2","1","3","1","1, 6","4","9","9","2","3","2","2","2","2","1","1","1","2","3","1","1","4","3","4","1","2","4","2","4","1","3","1","1","4, 8, 10","JUR"
"1","2",36.43,"4",20.00,4.00,2.00,"3","2",,,"1","2","1","1, 6","2","9","2","3","3","3","2","2","3","1","2","2","2","4","2","2","2","9","3","2","3","3","2","2",,"4","3","3","1, 8","JUR"
"2","2",14.82,"1",20.00,1.00,1.00,"1","1","1","3","1","3","2","4, 6","2","2","2","2","3","2","2","2","9","1","1","2","1","3","4","4","9","2","2","2","3","3","3","3","1","2","2","2","99","JUR"
"2","3",20.22,"3",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","1","9","1","3","3","2","3","2","1","1","2","1","4","2","9","9","9","2","1","9","2","1","2",,"1","1","1","8, 10","JUR"
"2","2",34.22,"1",20.00,5.00,4.00,"3","1","1","4","1, 2","3","3","1, 6","9","2","9","1","1","1","2","3","1","2","2","1","1","9","2","2","3","2","1","1","9","2","2","2","1","3","1","1","10","JUR"
"1","3",139.01,"1",30.00,4.00,4.00,"4","3",,,"1","3","2","1, 3","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","3",,"2","1","1","99","JUR"
"1","2",44.61,"3",20.00,3.00,3.00,"2","1","1","9","1","3","1","1, 6","3","4","1","1","2","1","4","2","2","2","4","4","2","4","2","2","4","4","2","1","2","2","2","4","4","1","2","1","10, 3, 4, 5, 6, 8, 9","JUR"
"1","2",77.28,"2",20.00,4.00,3.00,"3","1","1","9","1, 2","3","2","1, 6","2","3","2","2","2","2","2","1","2","2","2","2","1","4","2","2","2","2","2","2","2","9","2","9","3","3","2","2","5, 8","JUR"
"1","2",36.43,"1",20.00,2.00,2.00,"2","2",,,"1","2","2","3, 4","1","2","9","9","2","1","1","2","9","1","2","2","1","4","9","9","2","2","2","2","9","3","2","2",,"2","2","1","8","JUR"
"1","3",85.12,"5",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","3","9","9","2","2","2","1","9","1","1","2","1","9","3","3","9","9","2","2","9","3","3","9",,"2","2","2","1, 4, 5","JUR"
"1","2",185.76,"3",20.00,4.00,2.00,"3","1","1","7","1","3","1","1, 6","9","4","2","3","4","2","1","2","1","1","1","1","1","9","1","3","4","9","1","1","4","3","3","9","1","2","2","3","5, 9, 10","JUR"
"1","2",154.56,"2",20.00,1.00,1.00,"1","1","1","5","1","3","2","3, 6","1","3","9","2","3","3","2","2","2","1","2","3","3","4","3","3","4","3","2","2","2","3","2","3","2","3","3","2","4, 6, 9","JUR"
"2","2",36.30,"1",20.00,4.00,3.00,"4","1","1","5","1","2","1","1, 6","1","2","2","2","4","2","2","1","1","2","2","2","1","2","2","9","9","9","3","1","9","2","1","2","1","2","1","1","1, 10","JUR"
"2","3",28.59,"2",20.00,4.00,4.00,"4","3",,,"1, 2","3","2","1, 6","9","2","2","1","3","2","1","2","9","4","4","4","2","3","1","9","3","1","2","1","3","2","3","2",,"2","2","2","2, 3, 5","JUR"
"1","2",115.20,"4",20.00,5.00,4.00,"3","1","1","7","1","3","1","1, 6","2","2","1","1","3","2","1","2","1","1","2","2","1","2","3","9","9","2","2","2","3","2","2","2","1","2","1","1","10","JUR"
"2","2",51.34,"4",20.00,1.00,1.00,"1","1","1","9","1","3","2","3, 4","2","2","9","9","3","4","1","1","3","2","2","3","1","3","9","9","9","9","3","1","9","3","3","9","1","3","1","1","99","JUR"
"2","3",24.76,"2",40.00,2.00,2.00,"4","1","1","1","1, 2","9","2","3, 6","3","3","3","3","4","4","4","4","9","1","1","4","1","4","1","4","4","4","3","1","4","1","1","4","1","3","2","2","4, 5, 6","JUR"
"2","3",170.68,"3",20.00,1.00,1.00,"1","3",,,"1","2","2","4, 6","2","2","4","2","3","3","2","1","2","1","3","2","1","4","4","4","4","9","3","3","9","3","2","4",,"3","2","1","1, 8","JUR"
"2","2",29.64,"1",30.00,3.00,2.00,"4","1","1","3","1","2","2","1, 6","9","9","2","2","4","2","1","1","1","1","2","1","1","9","2","9","9","2","1","1","9","1","1","4","2","3","2","2","6, 10","JUR"
"2","3",30.33,"2",40.00,3.00,3.00,"4","3",,,"1, 2","3","3","1, 6","9","2","9","1","2","1","1","2","9","1","1","2","1","3","1","1","2","9","1","1","9","1","1","2",,"2","1","1","99","JUR"
"2","2",28.12,"1",20.00,5.00,3.00,"3","4",,,"1","3","3","1, 6","1","9","1","1","4","2","1","1","3","1","1","1","1","2","1","3","4","9","2","2","2","2","2","2",,"1","1","1","1, 5, 8","JUR"
"1","2",1097.80,"4",20.00,2.00,2.00,"2","1","2","1","1","3","1","1, 6","2","9","2","2","2","2","2","2","2","1","2","2","2","3","1","1","4","3","3","2","3","1","1","3","1","1","1","3","5, 6, 8","JUR"
